"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L51051","RobustReflectionConverter$DuplicateFieldException","hudson.util.RobustReflectionConverter$DuplicateFieldException","L50903","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\RobustReflectionConverter.java","443","5","448","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51251","Secret$ConverterImpl","hudson.util.Secret$ConverterImpl","L2088","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\Secret.java","202","5","218","6","0","0","0","0","0","0","0","0","3","0","0","4","1","0","0","2","6","0","0","0","0","0","5","0","0","0","0","0","0","0","14","17","0","0","0","0","4","0","4","0","4","4","0","4","0","14","17","0","0","0","0","4","0","4","0","4","4","0","4","0","0","0","12","0","2","0","0","0","0","1","1","0","0","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51330","SequentialExecutionQueue$QueueEntry","hudson.util.SequentialExecutionQueue$QueueEntry","L44488","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\SequentialExecutionQueue.java","95","5","130","6","0","0","0","0","0","0","0","0","1","2","2","4","1","1","1","0","3","0","0.0606061","2","1","0","2","0.0606061","2","0","0","0","0","0","31","36","3","0","3","0","3","0","1","0","3","15","0","1","0","31","36","3","0","3","0","3","0","1","0","3","15","0","1","0","0","0","9","0","2","0","0","0","0","2","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37308","BeanBuilder","hudson.util.spring.BeanBuilder","L51420","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\spring\BeanBuilder.java","85","1","663","2","0.0522648","1","6","2","0.0379965","0.056266","22","22","3","6","6","82","7","6","5","27","57","0.64","0.297414","138","133","16","9","0.28777","160","0","0","0","0","0","326","488","7","5","7","5","30","0","24","3","30","192","0","24","3","396","579","14","7","14","7","42","0","35","6","42","220","0","35","6","0","5","97","0","30","1","0","10","14","19","1","7","0","1","5","0","67","0","0","0","0","0","0","0","0","0","1","0","0","0","7","0"
"L51474","ClosureScript","hudson.util.spring.ClosureScript","L51420","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\spring\ClosureScript.java","62","1","106","2","0","0","0","0","0","0","0","0","1","1","1","9","0","1","1","0","6","0.4","0.470588","32","32","2","3","0.470588","32","0","0","0","0","0","36","45","1","1","1","1","6","0","4","2","6","12","0","4","2","36","45","1","1","1","1","6","0","4","2","6","12","0","4","2","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51636","DefaultBeanConfiguration","hudson.util.spring.DefaultBeanConfiguration","L51420","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\spring\DefaultBeanConfiguration.java","41","1","292","2","0","0","0","0","0","0","0","0","1","8","3","57","1","2","11","2","27","0.04","0.069869","16","10","1","24","0.069869","16","1","1","0","0","1","213","252","20","4","18","4","25","0","24","10","25","103","2","24","10","213","252","20","4","18","4","25","0","24","10","25","103","2","24","10","0","0","65","1","16","2","0","3","0","14","0","3","0","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0"
"L51434","DefaultRuntimeSpringConfiguration","hudson.util.spring.DefaultRuntimeSpringConfiguration","L51420","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\spring\DefaultRuntimeSpringConfiguration.java","47","1","236","2","0","0","0","0","0","0","0","0","5","4","4","37","3","1","2","11","35","0.125","0.179641","30","27","3","21","0.179641","30","1","1","0","0","1","137","190","5","4","5","4","24","0","23","1","24","69","0","23","1","137","190","5","4","5","4","24","0","23","1","24","69","0","23","1","0","0","51","0","10","1","0","0","0","6","1","3","0","0","4","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L51985","SFTPClient","hudson.util.ssh.SFTPClient","L51982","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\ssh\SFTPClient.java","21","1","131","2","0","0","0","0","0","0","0","0","4","2","2","14","0","0","0","0","7","0.625","0.283582","19","19","5","3","0.184466","19","0","0","0","0","0","48","69","0","0","0","0","7","0","7","0","7","24","0","7","0","84","111","2","0","2","0","14","0","14","0","14","40","0","14","0","0","0","36","0","8","0","0","0","0","6","3","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L52236","TableNestChecker$1","hudson.util.TableNestChecker$1","L52185","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\TableNestChecker.java","101","62","105","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L52240","TableNestChecker$InList","hudson.util.TableNestChecker$InList","L52185","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\TableNestChecker.java","107","5","117","6","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","2","0","0","0","0","0","2","0","0","1","1","0","0","1","9","11","1","0","1","0","2","0","1","0","2","2","0","1","0","9","11","1","0","1","0","2","0","1","0","2","2","0","1","0","0","0","7","0","1","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31947","TagCloud$Entry","hudson.util.TagCloud$Entry","L23184","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\TagCloud.java","39","5","56","6","0","0","0","0","0","0","0","0","1","0","0","3","1","2","1","0","3","0","0.0666667","1","0","0","4","0.0666667","1","0","0","0","0","0","14","18","2","1","2","1","3","2","3","0","3","4","2","3","0","14","18","2","1","2","1","3","2","3","0","3","4","2","3","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L52346","TimeUnit2$1","hudson.util.TimeUnit2$1","L52337","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\TimeUnit2.java","68","5","79","6","0","0","0","0","0","0","0","0","4","0","0","10","1","0","0","0","10","0","0","0","0","0","10","0","0","1","1","0","0","1","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","0","0","26","0","0","0","0","0","0","0","1","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L52389","TimeUnit2$2","hudson.util.TimeUnit2$2","L52337","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\TimeUnit2.java","80","5","91","6","0","0","0","0","0","0","0","0","4","0","0","10","1","0","0","0","10","0","0","0","0","0","10","0","0","1","1","0","0","1","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","0","0","26","0","0","0","0","0","0","0","1","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L52422","TimeUnit2$3","hudson.util.TimeUnit2$3","L52337","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\TimeUnit2.java","92","5","103","6","0","0","0","0","0","0","0","0","5","0","0","10","1","0","0","0","10","0","0","0","0","0","10","0","0","1","1","0","0","1","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","0","0","26","0","0","0","0","0","0","0","1","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L52447","TimeUnit2$4","hudson.util.TimeUnit2$4","L52337","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\TimeUnit2.java","104","5","115","6","0","0","0","0","0","0","0","0","5","0","0","10","1","0","0","0","10","0","0","0","0","0","10","0","0","1","1","0","0","1","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","0","0","26","0","0","0","0","0","0","0","1","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L52476","TimeUnit2$5","hudson.util.TimeUnit2$5","L52337","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\TimeUnit2.java","116","5","127","6","0","0","0","0","0","0","0","0","5","0","0","10","1","0","0","0","10","0","0","0","0","0","10","0","0","1","1","0","0","1","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","12","12","15","0","0","0","10","0","9","0","23","10","7","21","0","0","0","26","0","0","0","0","0","0","0","1","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
